first_opcode,second_opcode,first_length,second_length,sum,combined
_STORE_GLOBAL,_STORE_ATTR,248,350,598,525
_STORE_GLOBAL,_STORE_ATTR_INSTANCE_VALUE,248,318,566,503
_STORE_GLOBAL,_STORE_ATTR_SLOT,248,272,520,466
_STORE_GLOBAL,_STORE_DEREF,248,175,423,366
_STORE_GLOBAL,_STORE_FAST,248,172,420,363
_STORE_GLOBAL,_STORE_GLOBAL,248,248,496,382
_STORE_GLOBAL,_STORE_NAME,248,391,639,583
_STORE_GLOBAL,_STORE_SLICE,248,457,705,639
_STORE_GLOBAL,_STORE_SUBSCR,248,422,670,604
_STORE_GLOBAL,_STORE_SUBSCR_DICT,248,289,537,446
_STORE_GLOBAL,_STORE_SUBSCR_LIST_INT,248,414,662,600
_STORE_GLOBAL,_SWAP,248,54,302,293
_STORE_GLOBAL,_TO_BOOL,248,220,468,391
_STORE_GLOBAL,_TO_BOOL_ALWAYS_TRUE,248,229,477,414
_STORE_GLOBAL,_TO_BOOL_BOOL,248,73,321,306
_STORE_GLOBAL,_TO_BOOL_INT,248,237,485,426
_STORE_GLOBAL,_TO_BOOL_LIST,248,240,488,423
_STORE_GLOBAL,_TO_BOOL_NONE,248,83,331,316
_STORE_GLOBAL,_TO_BOOL_STR,248,261,509,434
_STORE_GLOBAL,_UNARY_INVERT,248,202,450,369
_STORE_GLOBAL,_UNARY_NEGATIVE,248,202,450,369
_STORE_GLOBAL,_UNARY_NOT,248,45,293,284
_STORE_GLOBAL,_UNPACK_EX,248,236,484,418
_STORE_GLOBAL,_UNPACK_SEQUENCE,248,235,483,420
_STORE_GLOBAL,_UNPACK_SEQUENCE_LIST,248,379,627,549
_STORE_GLOBAL,_UNPACK_SEQUENCE_TUPLE,248,338,586,514
_STORE_GLOBAL,_UNPACK_SEQUENCE_TWO_TUPLE,248,312,560,512
_STORE_GLOBAL,_WITH_EXCEPT_START,248,295,543,474
_NOP,_BEFORE_ASYNC_WITH,13,859,872,859
_NOP,_BEFORE_WITH,13,859,872,859
_NOP,_BINARY_OP,13,340,353,340
_NOP,_BINARY_OP_ADD_FLOAT,13,397,410,397
_NOP,_BINARY_OP_ADD_INT,13,228,241,228
_NOP,_BINARY_OP_ADD_UNICODE,13,228,241,228
_NOP,_BINARY_OP_MULTIPLY_FLOAT,13,397,410,397
_NOP,_BINARY_OP_MULTIPLY_INT,13,228,241,228
_NOP,_BINARY_OP_SUBTRACT_FLOAT,13,397,410,397
_NOP,_BINARY_OP_SUBTRACT_INT,13,228,241,228
_NOP,_BINARY_SLICE,13,360,373,360
_NOP,_BINARY_SUBSCR,13,326,339,326
_NOP,_BINARY_SUBSCR_DICT,13,415,428,415
_NOP,_BINARY_SUBSCR_LIST_INT,13,352,365,352
_NOP,_BINARY_SUBSCR_STR_INT,13,497,510,497
_NOP,_BINARY_SUBSCR_TUPLE_INT,13,348,361,348
_NOP,_BUILD_CONST_KEY_MAP,13,547,560,547
_NOP,_BUILD_LIST,13,163,176,163
_NOP,_BUILD_MAP,13,369,382,369
_NOP,_BUILD_SET,13,495,508,495
_NOP,_BUILD_SLICE,13,492,505,492
_NOP,_BUILD_STRING,13,367,380,367
_NOP,_BUILD_TUPLE,13,163,176,163
_NOP,_CALL_BUILTIN_CLASS,13,602,615,602
_NOP,_CALL_BUILTIN_FAST,13,603,616,603
_NOP,_CALL_BUILTIN_FAST_WITH_KEYWORDS,13,603,616,603
_NOP,_CALL_BUILTIN_O,13,624,637,601
_NOP,_CALL_INTRINSIC_1,13,223,236,223
_NOP,_CALL_INTRINSIC_2,13,343,356,343
_NOP,_CALL_ISINSTANCE,13,561,574,566
_NOP,_CALL_LEN,13,466,479,471
_NOP,_CALL_METHOD_DESCRIPTOR_FAST,13,621,634,621
_NOP,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,13,621,634,621
_NOP,_CALL_METHOD_DESCRIPTOR_NOARGS,13,601,614,601
_NOP,_CALL_METHOD_DESCRIPTOR_O,13,674,687,674
_NOP,_CALL_STR_1,13,462,475,462
_NOP,_CALL_TUPLE_1,13,462,475,462
_NOP,_CALL_TYPE_1,13,452,465,452
_NOP,_CHECK_ATTR_CLASS,13,88,101,88
_NOP,_CHECK_ATTR_METHOD_LAZY_DICT,13,75,88,75
_NOP,_CHECK_ATTR_MODULE,13,96,109,96
_NOP,_CHECK_ATTR_WITH_HINT,13,70,83,70
_NOP,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,13,122,135,122
_NOP,_CHECK_EG_MATCH,13,629,642,629
_NOP,_CHECK_EXC_MATCH,13,353,366,353
_NOP,_CHECK_FUNCTION_EXACT_ARGS,13,152,165,152
_NOP,_CHECK_MANAGED_OBJECT_HAS_VALUES,13,115,128,115
_NOP,_CHECK_PEP_523,13,67,80,67
_NOP,_CHECK_STACK_SPACE,13,127,140,127
_NOP,_CHECK_VALIDITY,13,69,82,69
_NOP,_COMPARE_OP,13,498,511,498
_NOP,_COMPARE_OP_FLOAT,13,334,347,334
_NOP,_COMPARE_OP_INT,13,405,418,405
_NOP,_COMPARE_OP_STR,13,325,338,325
_NOP,_CONTAINS_OP,13,362,375,362
_NOP,_CONVERT_VALUE,13,216,229,216
_NOP,_COPY,13,107,120,107
_NOP,_COPY_FREE_VARS,13,202,215,202
_NOP,_DELETE_ATTR,13,244,257,244
_NOP,_DELETE_DEREF,13,234,247,234
_NOP,_DELETE_FAST,13,294,307,294
_NOP,_DELETE_GLOBAL,13,200,213,200
_NOP,_DELETE_NAME,13,219,232,219
_NOP,_DELETE_SUBSCR,13,325,338,325
_NOP,_DICT_MERGE,13,334,347,334
_NOP,_DICT_UPDATE,13,387,400,387
_NOP,_END_SEND,13,162,175,162
_NOP,_EXIT_INIT_CHECK,13,129,142,129
_NOP,_EXIT_TRACE,13,41,54,41
_NOP,_FORMAT_SIMPLE,13,227,240,227
_NOP,_FORMAT_WITH_SPEC,13,326,339,326
_NOP,_FOR_ITER_TIER_TWO,13,309,322,309
_NOP,_GET_AITER,13,517,530,517
_NOP,_GET_ANEXT,13,450,463,450
_NOP,_GET_AWAITABLE,13,501,514,501
_NOP,_GET_ITER,13,202,215,202
_NOP,_GET_LEN,13,112,125,112
_NOP,_GET_YIELD_FROM_ITER,13,283,296,283
_NOP,_GUARD_BOTH_FLOAT,13,83,96,83
_NOP,_GUARD_BOTH_INT,13,83,96,83
_NOP,_GUARD_BOTH_UNICODE,13,83,96,83
_NOP,_GUARD_BUILTINS_VERSION,13,95,108,95
_NOP,_GUARD_DORV_VALUES,13,63,76,63
_NOP,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,13,115,128,115
_NOP,_GUARD_GLOBALS_VERSION,13,95,108,95
_NOP,_GUARD_IS_FALSE_POP,13,80,93,80
_NOP,_GUARD_IS_NONE_POP,13,80,93,80
_NOP,_GUARD_IS_NOT_NONE_POP,13,215,228,215
_NOP,_GUARD_IS_TRUE_POP,13,80,93,80
_NOP,_GUARD_KEYS_VERSION,13,83,96,83
_NOP,_GUARD_NOT_EXHAUSTED_LIST,13,76,89,76
_NOP,_GUARD_NOT_EXHAUSTED_RANGE,13,64,77,64
_NOP,_GUARD_NOT_EXHAUSTED_TUPLE,13,76,89,76
_NOP,_GUARD_TYPE_VERSION,13,79,92,79
_NOP,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,13,302,315,302
_NOP,_INIT_CALL_PY_EXACT_ARGS,13,759,772,759
_NOP,_INSERT,13,103,116,103
_NOP,_IS_NONE,13,190,203,190
_NOP,_IS_OP,13,312,325,312
_NOP,_ITER_CHECK_LIST,13,73,86,73
_NOP,_ITER_CHECK_RANGE,13,73,86,73
_NOP,_ITER_CHECK_TUPLE,13,73,86,73
_NOP,_ITER_NEXT_LIST,13,109,122,109
_NOP,_ITER_NEXT_RANGE,13,111,124,111
_NOP,_ITER_NEXT_TUPLE,13,106,119,106
_NOP,_JUMP_TO_TOP,13,94,107,94
_NOP,_LIST_APPEND,13,140,153,140
_NOP,_LIST_EXTEND,13,429,442,429
_NOP,_LOAD_ASSERTION_ERROR,13,94,107,94
_NOP,_LOAD_ATTR,13,380,393,380
_NOP,_LOAD_ATTR_CLASS,13,231,244,231
_NOP,_LOAD_ATTR_INSTANCE_VALUE,13,300,313,300
_NOP,_LOAD_ATTR_METHOD_LAZY_DICT,13,98,111,98
_NOP,_LOAD_ATTR_METHOD_NO_DICT,13,98,111,98
_NOP,_LOAD_ATTR_METHOD_WITH_VALUES,13,98,111,98
_NOP,_LOAD_ATTR_MODULE,13,323,336,323
_NOP,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,13,198,211,198
_NOP,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,13,198,211,198
_NOP,_LOAD_ATTR_SLOT,13,294,307,294
_NOP,_LOAD_ATTR_WITH_HINT,13,429,442,429
_NOP,_LOAD_BUILD_CLASS,13,173,186,173
_NOP,_LOAD_CONST,13,106,119,106
_NOP,_LOAD_DEREF,13,168,181,168
_NOP,_LOAD_FAST,13,99,112,99
_NOP,_LOAD_FAST_AND_CLEAR,13,47,60,47
_NOP,_LOAD_FAST_CHECK,13,210,223,210
_NOP,_LOAD_FROM_DICT_OR_DEREF,13,326,339,326
_NOP,_LOAD_FROM_DICT_OR_GLOBALS,13,355,368,355
_NOP,_LOAD_GLOBAL,13,363,376,363
_NOP,_LOAD_GLOBAL_BUILTINS,13,207,220,207
_NOP,_LOAD_GLOBAL_MODULE,13,207,220,207
_NOP,_LOAD_LOCALS,13,157,170,157
_NOP,_LOAD_NAME,13,323,336,323
_NOP,_LOAD_SUPER_ATTR_ATTR,13,488,501,488
_NOP,_LOAD_SUPER_ATTR_METHOD,13,625,638,625
_NOP,_MAKE_CELL,13,228,241,228
_NOP,_MAKE_FUNCTION,13,222,235,222
_NOP,_MAP_ADD,13,140,153,140
_NOP,_MATCH_CLASS,13,469,482,469
_NOP,_MATCH_KEYS,13,99,112,99
_NOP,_MATCH_MAPPING,13,59,72,59
_NOP,_MATCH_SEQUENCE,13,59,72,59
_NOP,_NOP,13,13,26,13
_NOP,_POP_EXCEPT,13,178,191,178
_NOP,_POP_FRAME,13,111,124,111
_NOP,_POP_TOP,13,148,161,148
_NOP,_PUSH_EXC_INFO,13,124,137,124
_NOP,_PUSH_FRAME,13,68,81,68
_NOP,_PUSH_NULL,13,24,37,24
_NOP,_RESUME_CHECK,13,69,82,69
_NOP,_SAVE_RETURN_OFFSET,13,27,40,27
_NOP,_SETUP_ANNOTATIONS,13,427,440,427
_NOP,_SET_ADD,13,242,255,242
_NOP,_SET_FUNCTION_ATTRIBUTE,13,132,145,132
_NOP,_SET_IP,13,43,56,43
_NOP,_SET_UPDATE,13,242,255,242
_NOP,_STORE_ATTR,13,350,363,350
_NOP,_STORE_ATTR_INSTANCE_VALUE,13,318,331,318
_NOP,_STORE_ATTR_SLOT,13,272,285,272
_NOP,_STORE_DEREF,13,175,188,175
_NOP,_STORE_FAST,13,172,185,172
_NOP,_STORE_GLOBAL,13,248,261,248
_NOP,_STORE_NAME,13,391,404,391
_NOP,_STORE_SLICE,13,457,470,457
_NOP,_STORE_SUBSCR,13,422,435,422
_NOP,_STORE_SUBSCR_DICT,13,289,302,289
_NOP,_STORE_SUBSCR_LIST_INT,13,414,427,414
_NOP,_SWAP,13,54,67,54
_NOP,_TO_BOOL,13,220,233,220
_NOP,_TO_BOOL_ALWAYS_TRUE,13,229,242,229
_NOP,_TO_BOOL_BOOL,13,73,86,73
_NOP,_TO_BOOL_INT,13,237,250,237
_NOP,_TO_BOOL_LIST,13,240,253,240
_NOP,_TO_BOOL_NONE,13,83,96,83
_NOP,_TO_BOOL_STR,13,261,274,261
_NOP,_UNARY_INVERT,13,202,215,202
_NOP,_UNARY_NEGATIVE,13,202,215,202
_NOP,_UNARY_NOT,13,45,58,45
_NOP,_UNPACK_EX,13,236,249,236
_NOP,_UNPACK_SEQUENCE,13,235,248,235
_NOP,_UNPACK_SEQUENCE_LIST,13,379,392,379
_NOP,_UNPACK_SEQUENCE_TUPLE,13,338,351,338
_NOP,_UNPACK_SEQUENCE_TWO_TUPLE,13,312,325,312
_NOP,_WITH_EXCEPT_START,13,295,308,295
_COMPARE_OP_FLOAT,_BEFORE_ASYNC_WITH,334,859,1193,1151
_COMPARE_OP_FLOAT,_BEFORE_WITH,334,859,1193,1151
_COMPARE_OP_FLOAT,_BINARY_OP,334,340,674,565
_COMPARE_OP_FLOAT,_BINARY_OP_ADD_FLOAT,334,397,731,640
_COMPARE_OP_FLOAT,_BINARY_OP_ADD_INT,334,228,562,474
_COMPARE_OP_FLOAT,_BINARY_OP_ADD_UNICODE,334,228,562,474
_COMPARE_OP_FLOAT,_BINARY_OP_MULTIPLY_FLOAT,334,397,731,640
_COMPARE_OP_FLOAT,_BINARY_OP_MULTIPLY_INT,334,228,562,474
_COMPARE_OP_FLOAT,_BINARY_OP_SUBTRACT_FLOAT,334,397,731,640
_COMPARE_OP_FLOAT,_BINARY_OP_SUBTRACT_INT,334,228,562,474
_COMPARE_OP_FLOAT,_BINARY_SLICE,334,360,694,590
_COMPARE_OP_FLOAT,_BINARY_SUBSCR,334,326,660,561
_COMPARE_OP_FLOAT,_BINARY_SUBSCR_DICT,334,415,749,608
_COMPARE_OP_FLOAT,_BINARY_SUBSCR_LIST_INT,334,352,686,611
_COMPARE_OP_FLOAT,_BINARY_SUBSCR_STR_INT,334,497,831,763
_COMPARE_OP_FLOAT,_BINARY_SUBSCR_TUPLE_INT,334,348,682,607
_COMPARE_OP_FLOAT,_BUILD_CONST_KEY_MAP,334,547,881,828
_COMPARE_OP_FLOAT,_BUILD_LIST,334,163,497,445
_COMPARE_OP_FLOAT,_BUILD_MAP,334,369,703,609
_COMPARE_OP_FLOAT,_BUILD_SET,334,495,829,759
_COMPARE_OP_FLOAT,_BUILD_SLICE,334,492,826,736
_COMPARE_OP_FLOAT,_BUILD_STRING,334,367,701,591
_COMPARE_OP_FLOAT,_BUILD_TUPLE,334,163,497,445
_COMPARE_OP_FLOAT,_CALL_BUILTIN_CLASS,334,602,936,813
_COMPARE_OP_FLOAT,_CALL_BUILTIN_FAST,334,603,937,829
_COMPARE_OP_FLOAT,_CALL_BUILTIN_FAST_WITH_KEYWORDS,334,603,937,829
_COMPARE_OP_FLOAT,_CALL_BUILTIN_O,334,624,958,828
_COMPARE_OP_FLOAT,_CALL_INTRINSIC_1,334,223,557,487
_COMPARE_OP_FLOAT,_CALL_INTRINSIC_2,334,343,677,572
_COMPARE_OP_FLOAT,_CALL_ISINSTANCE,334,561,895,816
_COMPARE_OP_FLOAT,_CALL_LEN,334,466,800,709
_COMPARE_OP_FLOAT,_CALL_METHOD_DESCRIPTOR_FAST,334,621,955,840
_COMPARE_OP_FLOAT,_CALL_METHOD_DESCRIPTOR_FAST_WITH_KEYWORDS,334,621,955,842
_COMPARE_OP_FLOAT,_CALL_METHOD_DESCRIPTOR_NOARGS,334,601,935,808
_COMPARE_OP_FLOAT,_CALL_METHOD_DESCRIPTOR_O,334,674,1008,824
_COMPARE_OP_FLOAT,_CALL_STR_1,334,462,796,684
_COMPARE_OP_FLOAT,_CALL_TUPLE_1,334,462,796,684
_COMPARE_OP_FLOAT,_CALL_TYPE_1,334,452,786,670
_COMPARE_OP_FLOAT,_CHECK_ATTR_CLASS,334,88,422,412
_COMPARE_OP_FLOAT,_CHECK_ATTR_METHOD_LAZY_DICT,334,75,409,380
_COMPARE_OP_FLOAT,_CHECK_ATTR_MODULE,334,96,430,427
_COMPARE_OP_FLOAT,_CHECK_ATTR_WITH_HINT,334,70,404,364
_COMPARE_OP_FLOAT,_CHECK_CALL_BOUND_METHOD_EXACT_ARGS,334,122,456,410
_COMPARE_OP_FLOAT,_CHECK_EG_MATCH,334,629,963,817
_COMPARE_OP_FLOAT,_CHECK_EXC_MATCH,334,353,687,594
_COMPARE_OP_FLOAT,_CHECK_FUNCTION_EXACT_ARGS,334,152,486,418
_COMPARE_OP_FLOAT,_CHECK_MANAGED_OBJECT_HAS_VALUES,334,115,449,385
_COMPARE_OP_FLOAT,_CHECK_PEP_523,334,67,401,365
_COMPARE_OP_FLOAT,_CHECK_STACK_SPACE,334,127,461,405
_COMPARE_OP_FLOAT,_CHECK_VALIDITY,334,69,403,364
_COMPARE_OP_FLOAT,_COMPARE_OP,334,498,832,712
_COMPARE_OP_FLOAT,_COMPARE_OP_FLOAT,334,334,668,661
_COMPARE_OP_FLOAT,_COMPARE_OP_INT,334,405,739,793
_COMPARE_OP_FLOAT,_COMPARE_OP_STR,334,325,659,568
_COMPARE_OP_FLOAT,_CONTAINS_OP,334,362,696,597
_COMPARE_OP_FLOAT,_CONVERT_VALUE,334,216,550,480
_COMPARE_OP_FLOAT,_COPY,334,107,441,382
_COMPARE_OP_FLOAT,_COPY_FREE_VARS,334,202,536,466
_COMPARE_OP_FLOAT,_DELETE_ATTR,334,244,578,489
_COMPARE_OP_FLOAT,_DELETE_DEREF,334,234,568,498
_COMPARE_OP_FLOAT,_DELETE_FAST,334,294,628,560
_COMPARE_OP_FLOAT,_DELETE_GLOBAL,334,200,534,476
_COMPARE_OP_FLOAT,_DELETE_NAME,334,219,553,495
_COMPARE_OP_FLOAT,_DELETE_SUBSCR,334,325,659,561
_COMPARE_OP_FLOAT,_DICT_MERGE,334,334,668,576
_COMPARE_OP_FLOAT,_DICT_UPDATE,334,387,721,666
_COMPARE_OP_FLOAT,_END_SEND,334,162,496,431
_COMPARE_OP_FLOAT,_EXIT_INIT_CHECK,334,129,463,359
_COMPARE_OP_FLOAT,_EXIT_TRACE,334,41,375,284
_COMPARE_OP_FLOAT,_FORMAT_SIMPLE,334,227,561,509
_COMPARE_OP_FLOAT,_FORMAT_WITH_SPEC,334,326,660,561
_COMPARE_OP_FLOAT,_FOR_ITER_TIER_TWO,334,309,643,542
_COMPARE_OP_FLOAT,_GET_AITER,334,517,851,772
_COMPARE_OP_FLOAT,_GET_ANEXT,334,450,784,723
_COMPARE_OP_FLOAT,_GET_AWAITABLE,334,501,835,793
_COMPARE_OP_FLOAT,_GET_ITER,334,202,536,483
_COMPARE_OP_FLOAT,_GET_LEN,334,112,446,406
_COMPARE_OP_FLOAT,_GET_YIELD_FROM_ITER,334,283,617,578
_COMPARE_OP_FLOAT,_GUARD_BOTH_FLOAT,334,83,417,401
_COMPARE_OP_FLOAT,_GUARD_BOTH_INT,334,83,417,403
_COMPARE_OP_FLOAT,_GUARD_BOTH_UNICODE,334,83,417,403
_COMPARE_OP_FLOAT,_GUARD_BUILTINS_VERSION,334,95,429,393
_COMPARE_OP_FLOAT,_GUARD_DORV_VALUES,334,63,397,357
_COMPARE_OP_FLOAT,_GUARD_DORV_VALUES_INST_ATTR_FROM_DICT,334,115,449,385
_COMPARE_OP_FLOAT,_GUARD_GLOBALS_VERSION,334,95,429,393
_COMPARE_OP_FLOAT,_GUARD_IS_FALSE_POP,334,80,414,357
_COMPARE_OP_FLOAT,_GUARD_IS_NONE_POP,334,80,414,284
_COMPARE_OP_FLOAT,_GUARD_IS_NOT_NONE_POP,334,215,549,422
_COMPARE_OP_FLOAT,_GUARD_IS_TRUE_POP,334,80,414,354
_COMPARE_OP_FLOAT,_GUARD_KEYS_VERSION,334,83,417,388
_COMPARE_OP_FLOAT,_GUARD_NOT_EXHAUSTED_LIST,334,76,410,407
_COMPARE_OP_FLOAT,_GUARD_NOT_EXHAUSTED_RANGE,334,64,398,355
_COMPARE_OP_FLOAT,_GUARD_NOT_EXHAUSTED_TUPLE,334,76,410,407
_COMPARE_OP_FLOAT,_GUARD_TYPE_VERSION,334,79,413,384
_COMPARE_OP_FLOAT,_INIT_CALL_BOUND_METHOD_EXACT_ARGS,334,302,636,591
_COMPARE_OP_FLOAT,_INIT_CALL_PY_EXACT_ARGS,334,759,1093,1034
_COMPARE_OP_FLOAT,_INSERT,334,103,437,384
_COMPARE_OP_FLOAT,_IS_NONE,334,190,524,427
_COMPARE_OP_FLOAT,_IS_OP,334,312,646,558
_COMPARE_OP_FLOAT,_ITER_CHECK_LIST,334,73,407,378
_COMPARE_OP_FLOAT,_ITER_CHECK_RANGE,334,73,407,378
_COMPARE_OP_FLOAT,_ITER_CHECK_TUPLE,334,73,407,378
_COMPARE_OP_FLOAT,_ITER_NEXT_LIST,334,109,443,402
_COMPARE_OP_FLOAT,_ITER_NEXT_RANGE,334,111,445,416
_COMPARE_OP_FLOAT,_ITER_NEXT_TUPLE,334,106,440,399
_COMPARE_OP_FLOAT,_JUMP_TO_TOP,334,94,428,395
_COMPARE_OP_FLOAT,_LIST_APPEND,334,140,474,420
_COMPARE_OP_FLOAT,_LIST_EXTEND,334,429,763,722
_COMPARE_OP_FLOAT,_LOAD_ASSERTION_ERROR,334,94,428,380
_COMPARE_OP_FLOAT,_LOAD_ATTR,334,380,714,664
_COMPARE_OP_FLOAT,_LOAD_ATTR_CLASS,334,231,565,502
_COMPARE_OP_FLOAT,_LOAD_ATTR_INSTANCE_VALUE,334,300,634,530
_COMPARE_OP_FLOAT,_LOAD_ATTR_METHOD_LAZY_DICT,334,98,432,381
_COMPARE_OP_FLOAT,_LOAD_ATTR_METHOD_NO_DICT,334,98,432,381
_COMPARE_OP_FLOAT,_LOAD_ATTR_METHOD_WITH_VALUES,334,98,432,381
_COMPARE_OP_FLOAT,_LOAD_ATTR_MODULE,334,323,657,564
_COMPARE_OP_FLOAT,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,334,198,532,461
_COMPARE_OP_FLOAT,_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,334,198,532,461
_COMPARE_OP_FLOAT,_LOAD_ATTR_SLOT,334,294,628,524
_COMPARE_OP_FLOAT,_LOAD_ATTR_WITH_HINT,334,429,763,684
_COMPARE_OP_FLOAT,_LOAD_BUILD_CLASS,334,173,507,456
_COMPARE_OP_FLOAT,_LOAD_CONST,334,106,440,382
_COMPARE_OP_FLOAT,_LOAD_DEREF,334,168,502,441
_COMPARE_OP_FLOAT,_LOAD_FAST,334,99,433,375
_COMPARE_OP_FLOAT,_LOAD_FAST_AND_CLEAR,334,47,381,351
_COMPARE_OP_FLOAT,_LOAD_FAST_CHECK,334,210,544,483
_COMPARE_OP_FLOAT,_LOAD_FROM_DICT_OR_DEREF,334,326,660,572
_COMPARE_OP_FLOAT,_LOAD_FROM_DICT_OR_GLOBALS,334,355,689,599
_COMPARE_OP_FLOAT,_LOAD_GLOBAL,334,363,697,623
_COMPARE_OP_FLOAT,_LOAD_GLOBAL_BUILTINS,334,207,541,460
_COMPARE_OP_FLOAT,_LOAD_GLOBAL_MODULE,334,207,541,460
_COMPARE_OP_FLOAT,_LOAD_LOCALS,334,157,491,440
_COMPARE_OP_FLOAT,_LOAD_NAME,334,323,657,588
_COMPARE_OP_FLOAT,_LOAD_SUPER_ATTR_ATTR,334,488,822,706
_COMPARE_OP_FLOAT,_LOAD_SUPER_ATTR_METHOD,334,625,959,890
_COMPARE_OP_FLOAT,_MAKE_CELL,334,228,562,479
_COMPARE_OP_FLOAT,_MAKE_FUNCTION,334,222,556,501
_COMPARE_OP_FLOAT,_MAP_ADD,334,140,474,411
_COMPARE_OP_FLOAT,_MATCH_CLASS,334,469,803,685
_COMPARE_OP_FLOAT,_MATCH_KEYS,334,99,433,393
_COMPARE_OP_FLOAT,_MATCH_MAPPING,334,59,393,363
_COMPARE_OP_FLOAT,_MATCH_SEQUENCE,334,59,393,363
_COMPARE_OP_FLOAT,_NOP,334,13,347,334
_COMPARE_OP_FLOAT,_POP_EXCEPT,334,178,512,437
_COMPARE_OP_FLOAT,_POP_FRAME,334,111,445,399
_COMPARE_OP_FLOAT,_POP_TOP,334,148,482,422
_COMPARE_OP_FLOAT,_PUSH_EXC_INFO,334,124,458,400
_COMPARE_OP_FLOAT,_PUSH_FRAME,334,68,402,383
_COMPARE_OP_FLOAT,_PUSH_NULL,334,24,358,338
_COMPARE_OP_FLOAT,_RESUME_CHECK,334,69,403,370
_COMPARE_OP_FLOAT,_SAVE_RETURN_OFFSET,334,27,361,338
_COMPARE_OP_FLOAT,_SETUP_ANNOTATIONS,334,427,761,703
_COMPARE_OP_FLOAT,_SET_ADD,334,242,576,486
_COMPARE_OP_FLOAT,_SET_FUNCTION_ATTRIBUTE,334,132,466,485
_COMPARE_OP_FLOAT,_SET_IP,334,43,377,354
_COMPARE_OP_FLOAT,_SET_UPDATE,334,242,576,486
_COMPARE_OP_FLOAT,_STORE_ATTR,334,350,684,576
_COMPARE_OP_FLOAT,_STORE_ATTR_INSTANCE_VALUE,334,318,652,570
_COMPARE_OP_FLOAT,_STORE_ATTR_SLOT,334,272,606,533
_COMPARE_OP_FLOAT,_STORE_DEREF,334,175,509,443
_COMPARE_OP_FLOAT,_STORE_FAST,334,172,506,440
_COMPARE_OP_FLOAT,_STORE_GLOBAL,334,248,582,493
_COMPARE_OP_FLOAT,_STORE_NAME,334,391,725,634
_COMPARE_OP_FLOAT,_STORE_SLICE,334,457,791,708
_COMPARE_OP_FLOAT,_STORE_SUBSCR,334,422,756,653
_COMPARE_OP_FLOAT,_STORE_SUBSCR_DICT,334,289,623,488
_COMPARE_OP_FLOAT,_STORE_SUBSCR_LIST_INT,334,414,748,673
_COMPARE_OP_FLOAT,_SWAP,334,54,388,363
_COMPARE_OP_FLOAT,_TO_BOOL,334,220,554,496
_COMPARE_OP_FLOAT,_TO_BOOL_ALWAYS_TRUE,334,229,563,454
_COMPARE_OP_FLOAT,_TO_BOOL_BOOL,334,73,407,378
_COMPARE_OP_FLOAT,_TO_BOOL_INT,334,237,571,504
_COMPARE_OP_FLOAT,_TO_BOOL_LIST,334,240,574,548
_COMPARE_OP_FLOAT,_TO_BOOL_NONE,334,83,417,284
_COMPARE_OP_FLOAT,_TO_BOOL_STR,334,261,595,524
_COMPARE_OP_FLOAT,_UNARY_INVERT,334,202,536,483
_COMPARE_OP_FLOAT,_UNARY_NEGATIVE,334,202,536,483
_COMPARE_OP_FLOAT,_UNARY_NOT,334,45,379,334
_COMPARE_OP_FLOAT,_UNPACK_EX,334,236,570,514
_COMPARE_OP_FLOAT,_UNPACK_SEQUENCE,334,235,569,506
_COMPARE_OP_FLOAT,_UNPACK_SEQUENCE_LIST,334,379,713,628
_COMPARE_OP_FLOAT,_UNPACK_SEQUENCE_TUPLE,334,338,672,626
_COMPARE_OP_FLOAT,_UNPACK_SEQUENCE_TWO_TUPLE,334,312,646,653
_COMPARE_OP_FLOAT,_WITH_EXCEPT_START,334,295,629,573
_BINARY_SUBSCR,_BEFORE_ASYNC_WITH,326,859,1185,1063
_BINARY_SUBSCR,_BEFORE_WITH,326,859,1185,1063
_BINARY_SUBSCR,_BINARY_OP,326,340,666,557
_BINARY_SUBSCR,_BINARY_OP_ADD_FLOAT,326,397,723,663
_BINARY_SUBSCR,_BINARY_OP_ADD_INT,326,228,554,458
_BINARY_SUBSCR,_BINARY_OP_ADD_UNICODE,326,228,554,460
_BINARY_SUBSCR,_BINARY_OP_MULTIPLY_FLOAT,326,397,723,663
_BINARY_SUBSCR,_BINARY_OP_MULTIPLY_INT,326,228,554,458
_BINARY_SUBSCR,_BINARY_OP_SUBTRACT_FLOAT,326,397,723,663
_BINARY_SUBSCR,_BINARY_OP_SUBTRACT_INT,326,228,554,458
_BINARY_SUBSCR,_BINARY_SLICE,326,360,686,584
_BINARY_SUBSCR,_BINARY_SUBSCR,326,326,652,543
_BINARY_SUBSCR,_BINARY_SUBSCR_DICT,326,415,741,652
_BINARY_SUBSCR,_BINARY_SUBSCR_LIST_INT,326,352,678,622
_BINARY_SUBSCR,_BINARY_SUBSCR_STR_INT,326,497,823,765
_BINARY_SUBSCR,_BINARY_SUBSCR_TUPLE_INT,326,348,674,619
